бассейна,берегу,вод,водных,воды,вху,итого,млн,названия,обл,область,объем,обь,стока,территории,тыс,устья,участок,части,часть
0.08136090097272469,0.0,0.6696628003139647,0.23156564123006257,0.29415094967062005,0.0,0.00810003766135206,0.17951212679801107,0.01391756712906039,0.0,0.02381240783552371,0.2417710648707993,0.0,0.3858737732650958,0.040618291922641665,0.401386489382024,0.0,0.0,0.035209341173861756,0.01952671639398706
0.12398404291439807,0.0,0.4959361716575923,0.24796808582879615,0.19975206913986357,0.0,0.0,0.007598735649326463,0.0,0.01101819410582822,0.7949582880670761,0.0,0.0,0.029802403425963225,0.052154205995435646,0.007750126411206029,0.029802403425963225,0.0,0.023250379233618085,0.007163559224330434
0.05729040241103405,0.0,0.10447073380835621,0.021905153863042433,0.21399650312356835,0.007255583813840402,0.026169705961516455,0.7918822388377447,0.0,0.22102120296807046,0.08120751346783518,0.05720301768694704,0.0,0.4538374308623412,0.010935841707526294,0.02464687176743191,0.1166489782136138,0.07154986891589919,0.11565070598564203,0.1191646482592819
0.18618169176923158,0.0,0.10426174739076968,0.19735259327538546,0.06702540903692336,0.01603379680402417,0.07710838228392805,0.041078541487084584,0.0,0.49438147686474804,0.24557263601955495,0.013076942351341134,0.0,0.06444436664443122,0.02416663749166171,0.06284543324146878,0.7612490809873438,0.09828765342477307,0.012569086648293756,0.015490396211792344
0.2523060905801885,0.0,0.24104242582214433,0.2275260281124914,0.34692087454775916,0.00970016494548652,0.034986910897143605,0.2708845633922146,0.0,0.48287157452269147,0.5742690748620622,0.04219370681934911,0.0,0.053608098356938236,0.21686912517125015,0.09378360725852491,0.05604483010043543,0.05429166605022151,0.017742844616477686,0.039828522881265135
0.1475985963095386,0.0,0.0586609805845602,0.07190700845849315,0.07758387754732156,0.04888867674816283,0.07102320455876789,0.03548825077647715,0.0,0.8051677871266681,0.4847844205462238,0.0177213008326019,0.0,0.07778023132550911,0.07163968674717945,0.08090711563757845,0.22924699759097425,0.023888257531779165,0.014903942354290767,0.013775939651332024
0.31375933933901234,0.008334926648370112,0.30184442771854353,0.2899295160980747,0.039716372068229415,0.0,0.45748221844928055,0.1621135596686585,0.0,0.24141836115116694,0.6346726390913606,0.013947899576087167,0.0,0.004296032713779242,0.16324924312361122,0.017874959209207883,0.0,0.0045579938327475755,0.026812438813811824,0.012391571646738334
0.40616537174055733,0.0,0.39385733017266167,0.5292457874195141,0.4246274340924009,0.40631695313644844,0.0,0.033945093591576166,0.0,0.019688203269218538,0.156098458660724,0.0072040537620270025,0.0,0.0532533526752126,0.11316337443482677,0.034621386835355136,0.0,0.014125151578118519,0.09693988313899436,0.04480150111240532
0.048327985629426924,0.0,0.009665597125885385,0.030929910802833232,0.18944570366735353,0.0397698578429394,0.20015355728666087,0.11515969133723494,0.0,0.011338281771385319,0.9226585967753288,0.004525917853160255,0.0,0.03345620501665556,0.025789158033671995,0.0014500498187584544,0.011152068338885187,0.14124561049465986,0.003625124546896136,0.180270754811781
0.13698970633152638,0.0,0.5222732553889443,0.4880258288060627,0.18836084620584875,0.0,0.277027320826027,0.09445305284464593,0.0,0.0,0.29318474993814453,0.0,0.0,0.48158095639520143,0.13891758357553888,0.07706788426416326,0.05556703343021555,0.0,0.009633485533020408,0.05342625951448181
0.33878609411641947,0.0,0.32582706319393345,0.2277086862093967,0.6368438053335972,0.09034446616387637,0.06708835740672911,0.18585058219742878,0.0,0.05626589317659152,0.2113132142591461,0.060680689095411244,0.0,0.2543174828021616,0.2823524809063369,0.22288136628213234,0.11013749255211723,0.0849842879787765,0.08123713350470245,0.053909845163237276
0.370704570600293,0.08419536442935172,0.47180581712764563,0.2086216198183467,0.3000941762002372,0.10595511942381859,0.0373854925785702,0.0849777534725389,0.3033372982758935,0.0744442380059489,0.36838691531199025,0.06950814067580735,0.0,0.12150999697421647,0.28641642143922447,0.310570288309156,0.057283284287844904,0.1786454081552188,0.09750462539938619,0.058414353180300825
0.13313197371081906,0.0,0.6767541996966635,0.3661129277047524,0.19969796056622857,0.2229345156842568,0.0,0.04895636491221958,0.0,0.0,0.3095518941564526,0.012987307129879461,0.029169665201232615,0.08400345985999445,0.024000988531426987,0.4369026374070612,0.012000494265713493,0.012732253801886547,0.03744879749203382,0.03461449071672564
